file	section	en_blocks	zh_blocks	status	en_locations	zh_locations
ch14.md	14.1	4	4	same_count_not_yet_verified	epub/ch14.md:13; epub/ch14.md:16; epub/ch14.md:19; epub/ch14.md:22	docs/ch14.md:7; docs/ch14.md:9; docs/ch14.md:11; docs/ch14.md:13
ch14.md	14.2	2	2	same_count_not_yet_verified	epub/ch14.md:28; epub/ch14.md:31	docs/ch14.md:17; docs/ch14.md:19
ch14.md	14.3	18	20	alignment_required	epub/ch14.md:37; epub/ch14.md:52; epub/ch14.md:58; epub/ch14.md:61; epub/ch14.md:64; epub/ch14.md:67; epub/ch14.md:76; epub/ch14.md:88; epub/ch14.md:91; epub/ch14.md:103; epub/ch14.md:106; epub/ch14.md:109; epub/ch14.md:112; epub/ch14.md:124; epub/ch14.md:127; epub/ch14.md:133; epub/ch14.md:136; epub/ch14.md:142	docs/ch14.md:23; docs/ch14.md:32; docs/ch14.md:34; docs/ch14.md:36; docs/ch14.md:38; docs/ch14.md:40; docs/ch14.md:42; docs/ch14.md:49; docs/ch14.md:57; docs/ch14.md:59; docs/ch14.md:67; docs/ch14.md:69; docs/ch14.md:71; docs/ch14.md:73; docs/ch14.md:81; docs/ch14.md:83; docs/ch14.md:89; docs/ch14.md:91; docs/ch14.md:93; docs/ch14.md:95
ch14.md	14.4	4	4	same_count_not_yet_verified	epub/ch14.md:148; epub/ch14.md:151; epub/ch14.md:154; epub/ch14.md:157	docs/ch14.md:99; docs/ch14.md:101; docs/ch14.md:103; docs/ch14.md:105
ch14.md	14.5	3	3	same_count_not_yet_verified	epub/ch14.md:163; epub/ch14.md:166; epub/ch14.md:169	docs/ch14.md:109; docs/ch14.md:111; docs/ch14.md:113
ch14.md	14.6	6	6	same_count_not_yet_verified	epub/ch14.md:175; epub/ch14.md:217; epub/ch14.md:259; epub/ch14.md:262; epub/ch14.md:265; epub/ch14.md:268	docs/ch14.md:117; docs/ch14.md:135; docs/ch14.md:153; docs/ch14.md:155; docs/ch14.md:157; docs/ch14.md:159
ch14.md	14.7	2	2	same_count_not_yet_verified	epub/ch14.md:274; epub/ch14.md:277	docs/ch14.md:163; docs/ch14.md:165
ch15.md	intro	2	2	same_count_not_yet_verified	epub/ch15.md:7; epub/ch15.md:10	docs/ch15.md:2; docs/ch15.md:4
ch15.md	15.1	3	3	same_count_not_yet_verified	epub/ch15.md:16; epub/ch15.md:19; epub/ch15.md:22	docs/ch15.md:8; docs/ch15.md:10; docs/ch15.md:12
ch15.md	15.2	9	9	same_count_not_yet_verified	epub/ch15.md:28; epub/ch15.md:31; epub/ch15.md:34; epub/ch15.md:37; epub/ch15.md:40; epub/ch15.md:43; epub/ch15.md:46; epub/ch15.md:49; epub/ch15.md:52	docs/ch15.md:16; docs/ch15.md:18; docs/ch15.md:19; docs/ch15.md:20; docs/ch15.md:21; docs/ch15.md:22; docs/ch15.md:23; docs/ch15.md:25; docs/ch15.md:27
ch15.md	15.3	4	5	alignment_required	epub/ch15.md:58; epub/ch15.md:61; epub/ch15.md:67; epub/ch15.md:70	docs/ch15.md:31; docs/ch15.md:33; docs/ch15.md:35; docs/ch15.md:37; docs/ch15.md:39
ch15.md	15.4	1	1	same_count_not_yet_verified	epub/ch15.md:76	docs/ch15.md:43
ch15.md	15.5	2	2	same_count_not_yet_verified	epub/ch15.md:82; epub/ch15.md:85	docs/ch15.md:47; docs/ch15.md:49
ch15.md	15.6	1	1	same_count_not_yet_verified	epub/ch15.md:91	docs/ch15.md:53
ch16.md	intro	1	1	same_count_not_yet_verified	epub/ch16.md:7	docs/ch16.md:3
ch16.md	16.1	6	6	same_count_not_yet_verified	epub/ch16.md:13; epub/ch16.md:16; epub/ch16.md:19; epub/ch16.md:22; epub/ch16.md:25; epub/ch16.md:28	docs/ch16.md:7; docs/ch16.md:9; docs/ch16.md:11; docs/ch16.md:13; docs/ch16.md:15; docs/ch16.md:17
ch16.md	16.2	6	6	same_count_not_yet_verified	epub/ch16.md:34; epub/ch16.md:37; epub/ch16.md:40; epub/ch16.md:43; epub/ch16.md:58; epub/ch16.md:61	docs/ch16.md:21; docs/ch16.md:23; docs/ch16.md:25; docs/ch16.md:27; docs/ch16.md:36; docs/ch16.md:38
ch16.md	16.3	2	2	same_count_not_yet_verified	epub/ch16.md:67; epub/ch16.md:70	docs/ch16.md:42; docs/ch16.md:44
ch16.md	16.4	5	5	same_count_not_yet_verified	epub/ch16.md:76; epub/ch16.md:79; epub/ch16.md:82; epub/ch16.md:85; epub/ch16.md:91	docs/ch16.md:48; docs/ch16.md:50; docs/ch16.md:52; docs/ch16.md:54; docs/ch16.md:60
ch16.md	16.5	1	1	same_count_not_yet_verified	epub/ch16.md:97	docs/ch16.md:64
ch16.md	16.6	1	1	same_count_not_yet_verified	epub/ch16.md:103	docs/ch16.md:68
ch17.md	intro	2	2	same_count_not_yet_verified	epub/ch17.md:7; epub/ch17.md:10	docs/ch17.md:3; docs/ch17.md:5
ch17.md	17.1	6	6	same_count_not_yet_verified	epub/ch17.md:16; epub/ch17.md:19; epub/ch17.md:22; epub/ch17.md:25; epub/ch17.md:28; epub/ch17.md:31	docs/ch17.md:9; docs/ch17.md:11; docs/ch17.md:13; docs/ch17.md:15; docs/ch17.md:17; docs/ch17.md:19
ch17.md	17.2	9	9	same_count_not_yet_verified	epub/ch17.md:37; epub/ch17.md:40; epub/ch17.md:43; epub/ch17.md:46; epub/ch17.md:49; epub/ch17.md:52; epub/ch17.md:55; epub/ch17.md:58; epub/ch17.md:61	docs/ch17.md:23; docs/ch17.md:25; docs/ch17.md:27; docs/ch17.md:29; docs/ch17.md:31; docs/ch17.md:33; docs/ch17.md:35; docs/ch17.md:37; docs/ch17.md:39
ch17.md	17.3	1	1	same_count_not_yet_verified	epub/ch17.md:67	docs/ch17.md:43
ch17.md	17.4	1	1	same_count_not_yet_verified	epub/ch17.md:73	docs/ch17.md:47
ch18.md	intro	3	3	same_count_not_yet_verified	epub/ch18.md:7; epub/ch18.md:10; epub/ch18.md:13	docs/ch18.md:3; docs/ch18.md:5; docs/ch18.md:7
ch18.md	18.1	8	8	same_count_not_yet_verified	epub/ch18.md:19; epub/ch18.md:22; epub/ch18.md:25; epub/ch18.md:64; epub/ch18.md:109; epub/ch18.md:181; epub/ch18.md:184; epub/ch18.md:193	docs/ch18.md:11; docs/ch18.md:13; docs/ch18.md:15; docs/ch18.md:32; docs/ch18.md:51; docs/ch18.md:81; docs/ch18.md:83; docs/ch18.md:91
ch18.md	18.2	13	14	alignment_required	epub/ch18.md:199; epub/ch18.md:202; epub/ch18.md:205; epub/ch18.md:208; epub/ch18.md:238; epub/ch18.md:241; epub/ch18.md:247; epub/ch18.md:250; epub/ch18.md:253; epub/ch18.md:256; epub/ch18.md:268; epub/ch18.md:271; epub/ch18.md:286	docs/ch18.md:95; docs/ch18.md:97; docs/ch18.md:99; docs/ch18.md:101; docs/ch18.md:113; docs/ch18.md:115; docs/ch18.md:117; docs/ch18.md:123; docs/ch18.md:125; docs/ch18.md:127; docs/ch18.md:129; docs/ch18.md:137; docs/ch18.md:139; docs/ch18.md:148
ch18.md	18.3	2	2	same_count_not_yet_verified	epub/ch18.md:292; epub/ch18.md:295	docs/ch18.md:152; docs/ch18.md:154
ch19.md	intro	1	1	same_count_not_yet_verified	epub/ch19.md:7	docs/ch19.md:3
ch19.md	19.1	8	8	same_count_not_yet_verified	epub/ch19.md:13; epub/ch19.md:16; epub/ch19.md:19; epub/ch19.md:22; epub/ch19.md:25; epub/ch19.md:28; epub/ch19.md:31; epub/ch19.md:34	docs/ch19.md:7; docs/ch19.md:9; docs/ch19.md:11; docs/ch19.md:13; docs/ch19.md:15; docs/ch19.md:17; docs/ch19.md:19; docs/ch19.md:21
ch19.md	19.2	4	4	same_count_not_yet_verified	epub/ch19.md:40; epub/ch19.md:43; epub/ch19.md:46; epub/ch19.md:49	docs/ch19.md:25; docs/ch19.md:27; docs/ch19.md:29; docs/ch19.md:31
ch19.md	19.3	5	4	alignment_required	epub/ch19.md:55; epub/ch19.md:58; epub/ch19.md:61; epub/ch19.md:64; epub/ch19.md:67	docs/ch19.md:35; docs/ch19.md:37; docs/ch19.md:39; docs/ch19.md:41
ch19.md	19.4	4	4	same_count_not_yet_verified	epub/ch19.md:73; epub/ch19.md:76; epub/ch19.md:79; epub/ch19.md:82	docs/ch19.md:45; docs/ch19.md:47; docs/ch19.md:49; docs/ch19.md:51
ch19.md	19.5	3	3	same_count_not_yet_verified	epub/ch19.md:88; epub/ch19.md:91; epub/ch19.md:94	docs/ch19.md:55; docs/ch19.md:57; docs/ch19.md:59
ch19.md	19.6	4	4	same_count_not_yet_verified	epub/ch19.md:100; epub/ch19.md:103; epub/ch19.md:106; epub/ch19.md:109	docs/ch19.md:63; docs/ch19.md:65; docs/ch19.md:67; docs/ch19.md:69
ch19.md	19.7	1	1	same_count_not_yet_verified	epub/ch19.md:115	docs/ch19.md:73
ch20.md	intro	1	1	same_count_not_yet_verified	epub/ch20.md:7	docs/ch20.md:3
ch20.md	20.1	12	12	same_count_not_yet_verified	epub/ch20.md:13; epub/ch20.md:16; epub/ch20.md:19; epub/ch20.md:22; epub/ch20.md:25; epub/ch20.md:28; epub/ch20.md:31; epub/ch20.md:34; epub/ch20.md:37; epub/ch20.md:40; epub/ch20.md:43; epub/ch20.md:46	docs/ch20.md:7; docs/ch20.md:9; docs/ch20.md:11; docs/ch20.md:12; docs/ch20.md:13; docs/ch20.md:14; docs/ch20.md:16; docs/ch20.md:18; docs/ch20.md:20; docs/ch20.md:22; docs/ch20.md:24; docs/ch20.md:26
ch20.md	20.2	2	2	same_count_not_yet_verified	epub/ch20.md:52; epub/ch20.md:55	docs/ch20.md:30; docs/ch20.md:32
ch20.md	20.3	5	5	same_count_not_yet_verified	epub/ch20.md:61; epub/ch20.md:64; epub/ch20.md:67; epub/ch20.md:70; epub/ch20.md:73	docs/ch20.md:36; docs/ch20.md:38; docs/ch20.md:40; docs/ch20.md:42; docs/ch20.md:44
ch20.md	20.4	15	15	same_count_not_yet_verified	epub/ch20.md:79; epub/ch20.md:82; epub/ch20.md:85; epub/ch20.md:88; epub/ch20.md:91; epub/ch20.md:94; epub/ch20.md:97; epub/ch20.md:100; epub/ch20.md:103; epub/ch20.md:106; epub/ch20.md:109; epub/ch20.md:112; epub/ch20.md:115; epub/ch20.md:118; epub/ch20.md:121	docs/ch20.md:48; docs/ch20.md:50; docs/ch20.md:54; docs/ch20.md:56; docs/ch20.md:58; docs/ch20.md:60; docs/ch20.md:62; docs/ch20.md:64; docs/ch20.md:111; docs/ch20.md:113; docs/ch20.md:115; docs/ch20.md:117; docs/ch20.md:136; docs/ch20.md:138; docs/ch20.md:140
ch20.md	20.5	1	1	same_count_not_yet_verified	epub/ch20.md:127	docs/ch20.md:144
ch21.md	intro	2	2	same_count_not_yet_verified	epub/ch21.md:7; epub/ch21.md:10	docs/ch21.md:3; docs/ch21.md:5
ch21.md	21.1	4	4	same_count_not_yet_verified	epub/ch21.md:16; epub/ch21.md:19; epub/ch21.md:22; epub/ch21.md:25	docs/ch21.md:9; docs/ch21.md:11; docs/ch21.md:13; docs/ch21.md:15
ch21.md	21.2	1	1	same_count_not_yet_verified	epub/ch21.md:31	docs/ch21.md:19
ch21.md	21.3	3	3	same_count_not_yet_verified	epub/ch21.md:37; epub/ch21.md:40; epub/ch21.md:43	docs/ch21.md:23; docs/ch21.md:25; docs/ch21.md:27
ch21.md	21.4	2	2	same_count_not_yet_verified	epub/ch21.md:49; epub/ch21.md:52	docs/ch21.md:31; docs/ch21.md:33
ch21.md	21.5	3	3	same_count_not_yet_verified	epub/ch21.md:58; epub/ch21.md:61; epub/ch21.md:64	docs/ch21.md:37; docs/ch21.md:39; docs/ch21.md:41
ch22.md	intro	5	5	same_count_not_yet_verified	epub/ch22.md:7; epub/ch22.md:10; epub/ch22.md:13; epub/ch22.md:16; epub/ch22.md:19	docs/ch22.md:3; docs/ch22.md:5; docs/ch22.md:7; docs/ch22.md:9; docs/ch22.md:11
summary.md	section_1	17	17	same_count_not_yet_verified	epub/summary.md:4; epub/summary.md:7; epub/summary.md:10; epub/summary.md:13; epub/summary.md:16; epub/summary.md:19; epub/summary.md:22; epub/summary.md:25; epub/summary.md:28; epub/summary.md:31; epub/summary.md:34; epub/summary.md:37; epub/summary.md:40; epub/summary.md:43; epub/summary.md:46; epub/summary.md:49; epub/summary.md:52	docs/summary.md:5; docs/summary.md:7; docs/summary.md:8; docs/summary.md:9; docs/summary.md:10; docs/summary.md:11; docs/summary.md:12; docs/summary.md:13; docs/summary.md:14; docs/summary.md:15; docs/summary.md:16; docs/summary.md:17; docs/summary.md:18; docs/summary.md:19; docs/summary.md:20; docs/summary.md:21; docs/summary.md:22
summary.md	section_2	15	15	same_count_not_yet_verified	epub/summary.md:58; epub/summary.md:61; epub/summary.md:64; epub/summary.md:67; epub/summary.md:70; epub/summary.md:73; epub/summary.md:76; epub/summary.md:79; epub/summary.md:82; epub/summary.md:85; epub/summary.md:88; epub/summary.md:91; epub/summary.md:94; epub/summary.md:97; epub/summary.md:100	docs/summary.md:26; docs/summary.md:28; docs/summary.md:29; docs/summary.md:30; docs/summary.md:31; docs/summary.md:32; docs/summary.md:33; docs/summary.md:34; docs/summary.md:35; docs/summary.md:36; docs/summary.md:37; docs/summary.md:38; docs/summary.md:39; docs/summary.md:40; docs/summary.md:41
summary.md	section_3	1	1	same_count_not_yet_verified	epub/summary.md:106	docs/summary.md:45
